date,day_of_week,workout_type,exercise_raw,exercise_standard,weight_raw,weight_lbs,reps,set_number,volume,has_extender,machine_position,is_synthetic,notes
2024-02-02,Friday,Legs,Seated Leg curls,Seated Leg Curl,FS,,8.0,1,,False,,False,
2024-02-02,Friday,Legs,Leg extensions,Leg Extension,FS,,10.0,1,,False,,False,
2024-02-04,Sunday,Bro day,AD Press,Atlantis Deltoid Press,140,140.0,3.0,1,420.0,False,,False,
2024-02-04,Sunday,Bro day,AD Press,Atlantis Deltoid Press,1,1.0,6.0,2,6.0,False,,False,
2024-02-04,Sunday,Bro day,EZ bar curls,EZ Bar Curl,135,135.0,5.0,1,675.0,False,,False,
2024-02-04,Sunday,Bro day,EZ bar curls,EZ Bar Curl,40,40.0,5.0,2,200.0,False,,False,
2024-02-04,Sunday,Bro day,EZ bar curls,EZ Bar Curl,35,35.0,8.0,3,280.0,False,,False,
2024-02-04,Sunday,Bro day,DB skulls,Dumbbell Skull Crusher,55,55.0,6.0,1,330.0,False,,False,
2024-02-04,Sunday,Bro day,DB skulls,Dumbbell Skull Crusher,50,50.0,7.0,2,350.0,False,,False,
2024-02-04,Sunday,Bro day,Upright row,Upright Row,135,135.0,12.0,1,1620.0,False,,False,
2024-02-05,Monday,Upper,Dips,Dip,BW+135,320.0,2.0,1,640.0,False,,False,bodyweight
2024-02-05,Monday,Upper,Nebula Row,Nebula Row,137.5,137.5,5.0,1,687.5,False,,False,
2024-02-05,Monday,Upper,+HS incline chest press,Hammer Strength Incline Chest Press (Paused),237.5,237.5,,1,,False,,False,paused
2024-02-05,Monday,Upper,+HS incline chest press,Hammer Strength Incline Chest Press (Paused),232.5,232.5,7.0,2,1627.5,False,,False,paused
2024-02-05,Monday,Upper,Natilus pulldown,Nautilus Pulldown,382.5,382.5,7.0,1,2677.5,False,,False,
2024-02-05,Monday,Upper,Natilus pulldown,Nautilus Pulldown,327.5,327.5,6.0,2,1965.0,False,,False,
2024-02-05,Monday,Upper,Trcp OVH ext machine,Tricep Overhead Extension Machine,235,235.0,6.0,1,1410.0,False,,False,
2024-02-05,Monday,Upper,Trcp OVH ext machine,Tricep Overhead Extension Machine,220,220.0,8.0,2,1760.0,False,,False,
2024-02-05,Monday,Upper,Trcp OVH ext machine,Tricep Overhead Extension Machine,205,205.0,9.0,3,1845.0,False,,False,
2024-02-05,Monday,Upper,Trcp OVH ext machine,Tricep Overhead Extension Machine,190,190.0,6.0,4,1140.0,False,,False,
2024-02-05,Monday,Upper,Bayesian curls,Bayesian Curl,120,120.0,7.0,1,840.0,False,,False,
2024-02-05,Monday,Upper,Bayesian curls,Bayesian Curl,110,110.0,9.0,2,990.0,False,,False,
2024-02-06,Tuesday,Fun day,DL,Deadlift,515,515.0,3.5,1,1802.5,False,,False,
2024-02-06,Tuesday,Fun day,Cybex Lateral,Cybex Lateral Raise,180,180.0,6.0,1,1080.0,False,,False,
2024-02-06,Tuesday,Fun day,Cybex Lateral,Cybex Lateral Raise,170,170.0,7.0,2,1190.0,False,,False,
2024-02-06,Tuesday,Fun day,Cybex Lateral,Cybex Lateral Raise,217.5,217.5,10.0,3,2175.0,False,,False,
2024-02-06,Tuesday,Fun day,Cybex Lateral,Cybex Lateral Raise,112.5,112.5,15.0,4,1687.5,False,,False,
2024-02-06,Tuesday,Fun day,Cybex Lateral,Cybex Lateral Raise,115,115.0,10.0,5,1150.0,False,,False,
2024-02-06,Tuesday,Fun day,Rear delt fly,Rear Delt Fly,FS,,13.0,1,,False,,False,
2024-02-08,Thursday,Upper,SM CG incline BP,Smith Machine Incline Close Grip Bench Press,2,2.0,5.0,1,10.0,False,,False,
2024-02-08,Thursday,Upper,SWG Pull ups,Supinated Wide Grip Pull-up,30,30.0,6.0,1,180.0,False,,False,
2024-02-08,Thursday,Upper,+Panatta Chest press,Panatta Chest Press (Paused),307.5,307.5,9.0,1,2767.5,False,,False,paused
2024-02-08,Thursday,Upper,+Panatta Chest press,Panatta Chest Press (Paused),302.5,302.5,6.0,2,1815.0,False,,False,paused
2024-02-08,Thursday,Upper,HS low row,Hammer Strength Low Row,382.5,382.5,5.0,1,1912.5,False,,False,
2024-02-08,Thursday,Upper,HS low row,Hammer Strength Low Row,327.5,327.5,5.0,2,1637.5,False,,False,
2024-02-08,Thursday,Upper,Cybex pushdown,Cybex Tricep Pushdown,140,140.0,15.0,1,2100.0,False,,False,
2024-02-08,Thursday,Upper,Cybex pushdown,Cybex Tricep Pushdown,145,145.0,10.0,2,1450.0,False,,False,
2024-02-08,Thursday,Upper,Cybex preacher,Cybex Preacher Curl,70,70.0,7.0,1,490.0,False,,False,
2024-02-08,Thursday,Upper,Cybex preacher,Cybex Preacher Curl,65,65.0,6.0,2,390.0,False,,False,
2024-02-09,Friday,Legs,Cybex hack,Cybex Hack Squat,397.5,397.5,4.0,1,1590.0,False,,False,
2024-02-09,Friday,Legs,Cybex hack,Cybex Hack Squat,382.5,382.5,5.0,2,1912.5,False,,False,
2024-02-09,Friday,Legs,BB rows,Barbell Row,250,250.0,6.0,1,1500.0,False,,False,
2024-02-09,Friday,Legs,BB rows,Barbell Row,250,250.0,6.0,2,1500.0,False,,False,
2024-02-09,Friday,Legs,BB rows,Barbell Row,225,225.0,,3,,False,,False,
2024-02-09,Friday,Legs,Atlantis abductor,Atlantis Abductor,235,235.0,10.0,1,2350.0,False,,False,
2024-02-09,Friday,Legs,+Leg curls,Leg Curl (Paused),FS,,9.0,1,,False,,False,paused
2024-02-09,Friday,Legs,Leg extensions,Leg Extension,FS,,11.0,1,,False,,False,
2024-02-11,Sunday,Bro day,+AD press,Atlantis Deltoid Press (Paused),127.5,127.5,8.0,1,1020.0,False,,False,paused
2024-02-11,Sunday,Bro day,+AD press,Atlantis Deltoid Press (Paused),122.5,122.5,8.0,2,980.0,False,,False,paused
2024-02-11,Sunday,Bro day,EZ bar curls,EZ Bar Curl,135,135.0,5.25,1,708.75,False,,False,
2024-02-11,Sunday,Bro day,EZ bar curls,EZ Bar Curl,40,40.0,6.0,2,240.0,False,,False,
2024-02-11,Sunday,Bro day,DB skulls,Dumbbell Skull Crusher,55,55.0,5.0,1,275.0,False,,False,
2024-02-11,Sunday,Bro day,DB skulls,Dumbbell Skull Crusher,50,50.0,7.5,2,375.0,False,,False,
2024-02-11,Sunday,Bro day,Upright rows,Upright Row,142.5,142.5,9.0,1,1282.5,False,,False,
2024-02-11,Sunday,Bro day,Upright rows,Upright Row,135,135.0,9.0,2,1215.0,False,,False,
2024-02-11,Sunday,Bro day,Natilus pushdown,Nautilus Tricep Pushdown,85,85.0,,1,,False,,False,
2024-02-11,Sunday,Bro day,Natilus pushdown,Nautilus Tricep Pushdown,70,70.0,,2,,False,,False,
2024-02-11,Sunday,Bro day,Cybex preacher,Cybex Preacher Curl,60,60.0,11.0,1,660.0,False,,False,
2024-02-12,Monday,Upper,+HS incline chest press,Hammer Strength Incline Chest Press (Paused),292.5,292.5,4.0,1,1170.0,False,,False,paused
2024-02-12,Monday,Upper,+HS incline chest press,Hammer Strength Incline Chest Press (Paused),237.5,237.5,6.0,2,1425.0,False,,False,paused
2024-02-12,Monday,Upper,+HS incline chest press,Hammer Strength Incline Chest Press (Paused),232.5,232.5,6.0,3,1395.0,False,,False,paused
2024-02-12,Monday,Upper,Natilus pulldown,Nautilus Pulldown,382.5,382.5,8.0,1,3060.0,False,,False,
2024-02-12,Monday,Upper,Natilus pulldown,Nautilus Pulldown,327.5,327.5,6.0,2,1965.0,False,,False,
2024-02-12,Monday,Upper,Trcp OVH ext machine,Tricep Overhead Extension Machine,230,230.0,7.0,1,1610.0,False,,False,
2024-02-12,Monday,Upper,Trcp OVH ext machine,Tricep Overhead Extension Machine,220,220.0,9.0,2,1980.0,False,,False,
2024-02-13,Tuesday,Upper,SM incline chest press,Smith Machine Incline Press,232.5,232.5,5.0,1,1162.5,False,,False,
2024-02-13,Tuesday,Upper,SM incline chest press,Smith Machine Incline Press,2,2.0,5.0,2,10.0,False,,False,
2024-02-13,Tuesday,Upper,SWG Pull ups,Supinated Wide Grip Pull-up,BW+30,215.0,5.0,1,1075.0,False,,False,bodyweight
2024-02-13,Tuesday,Upper,SWG Pull ups,Supinated Wide Grip Pull-up,BW+30,215.0,5.0,2,1075.0,False,,False,bodyweight
2024-02-13,Tuesday,Upper,+Panatta Chest press,Panatta Chest Press (Paused),312.5,312.5,,1,,False,,False,paused
2024-02-13,Tuesday,Upper,Cybex eagle,Cybex Eagle Row,180,180.0,10.0,1,1800.0,False,,False,
2024-02-13,Tuesday,Upper,Cybex eagle,Cybex Eagle Row,180,180.0,10.0,2,1800.0,False,,False,
2024-02-13,Tuesday,Upper,Cybex pushdown,Cybex Tricep Pushdown,145,145.0,12.0,1,1740.0,False,,False,
2024-02-15,Thursday,Bro day,AD press,Atlantis Deltoid Press,127.5,127.5,9.0,1,1147.5,False,,False,
2024-02-15,Thursday,Bro day,AD press,Atlantis Deltoid Press,122.5,122.5,8.0,2,980.0,False,,False,
2024-02-15,Thursday,Bro day,EZ bar curls,EZ Bar Curl,135,135.0,6.0,1,810.0,False,,False,
2024-02-15,Thursday,Bro day,EZ bar curls,EZ Bar Curl,40,40.0,6.0,2,240.0,False,,False,
2024-02-15,Thursday,Bro day,EZ bar curls,EZ Bar Curl,35,35.0,8.0,3,280.0,False,,False,
2024-02-15,Thursday,Bro day,Natilus pushdown,Nautilus Tricep Pushdown,60,60.0,15.0,1,900.0,False,,False,
2024-02-15,Thursday,Bro day,Natilus pushdown,Nautilus Tricep Pushdown,50,50.0,18.0,2,900.0,False,,False,
2024-02-15,Thursday,Bro day,Upright row,Upright Row,142.5,142.5,9.0,1,1282.5,False,,False,
2024-02-15,Thursday,Bro day,Upright row,Upright Row,137.5,137.5,9.0,2,1237.5,False,,False,
2024-02-15,Thursday,Bro day,Upright row,Upright Row,135,135.0,10.0,3,1350.0,False,,False,
2024-02-15,Thursday,Bro day,DB skulls,Dumbbell Skull Crusher,40,40.0,10.0,1,400.0,False,,False,
2024-02-16,Friday,Upper,Cambered bar BP,Cambered Bar Bench Press,147.5,147.5,5.0,1,737.5,False,,False,
2024-02-16,Friday,Upper,Cambered bar BP,Cambered Bar Bench Press,202.5,202.5,3.0,2,607.5,False,,False,
2024-02-16,Friday,Upper,Nebula row,Nebula Row,127.5,127.5,8.0,1,1020.0,False,,False,
2024-02-16,Friday,Upper,Nebula row,Nebula Row,127.5,127.5,8.0,2,1020.0,False,,False,
2024-02-16,Friday,Upper,+HS incline chest press,Hammer Strength Incline Chest Press (Paused),292.5,292.5,7.0,1,2047.5,False,,False,paused
2024-02-16,Friday,Upper,+HS incline chest press,Hammer Strength Incline Chest Press (Paused),237.5,237.5,7.0,2,1662.5,False,,False,paused
2024-02-16,Friday,Upper,+HS incline chest press,Hammer Strength Incline Chest Press (Paused),237.5,237.5,7.0,3,1662.5,False,,False,paused
2024-02-16,Friday,Upper,Natilus pulldown,Nautilus Pulldown,317.5,317.5,8.0,1,2540.0,False,,False,
2024-02-16,Friday,Upper,Natilus pulldown,Nautilus Pulldown,307.5,307.5,10.0,2,3075.0,False,,False,
2024-02-16,Friday,Upper,Trcp OVH ext machine,Tricep Overhead Extension Machine,235,235.0,8.0,1,1880.0,False,,False,
2024-02-16,Friday,Upper,Trcp OVH ext machine,Tricep Overhead Extension Machine,190,190.0,,2,,False,,False,
2024-02-16,Friday,Upper,Trcp OVH ext machine,Tricep Overhead Extension Machine,175,175.0,,3,,False,,False,
2024-02-16,Friday,Upper,Bayesian curls,Bayesian Curl,110,110.0,4.0,1,440.0,False,,False,
2024-02-16,Friday,Upper,Bayesian curls,Bayesian Curl,110,110.0,9.0,2,990.0,False,,False,
2024-02-17,Saturday,Upper back and shoulders,DLs,Deadlift,500,500.0,4.0,1,2000.0,False,,False,
2024-02-17,Saturday,Upper back and shoulders,Shrugs,Shrug,212.5,212.5,11.0,1,2337.5,False,,False,
2024-02-17,Saturday,Upper back and shoulders,Shrugs,Shrug,212.5,212.5,11.0,2,2337.5,False,,False,
2024-02-17,Saturday,Upper back and shoulders,Cybex lateral,Cybex Lateral Raise,190,190.0,6.0,1,1140.0,False,,False,
2024-02-17,Saturday,Upper back and shoulders,Cybex lateral,Cybex Lateral Raise,170,170.0,7.0,2,1190.0,False,,False,
2024-02-17,Saturday,Upper back and shoulders,Icarian lateral,Icarian Lateral Raise,70,70.0,12.0,1,840.0,False,,False,
2024-02-19,Monday,Upper,SM CG BP,Smith Machine Close Grip Bench Press,232.5,232.5,,1,,False,,False,
2024-02-19,Monday,Upper,SM CG BP,Smith Machine Close Grip Bench Press,2,2.0,6.0,2,12.0,False,,False,
2024-02-19,Monday,Upper,SWG Pull ups,Supinated Wide Grip Pull-up,30,30.0,7.0,1,210.0,False,,False,
2024-02-19,Monday,Upper,+Panatta chest press,Panatta Chest Press (Paused),312.5,312.5,8.0,1,2500.0,False,,False,paused
2024-02-19,Monday,Upper,+Panatta chest press,Panatta Chest Press (Paused),302.5,302.5,9.0,2,2722.5,False,,False,paused
2024-02-19,Monday,Upper,+Panatta chest press,Panatta Chest Press (Paused),292.5,292.5,10.0,3,2925.0,False,,False,paused
2024-02-19,Monday,Upper,+Cybex Eagle row (kg),Cybex Eagle Row (Paused),148.8,148.8,12.0,1,1785.6000000000001,False,,False,paused
2024-02-19,Monday,Upper,+Cybex Eagle row (kg),Cybex Eagle Row (Paused),201.8,201.8,13.0,2,2623.4,False,,False,paused
2024-02-19,Monday,Upper,Cybex pushdown,Cybex Tricep Pushdown,145,145.0,13.0,1,1885.0,False,,False,
2024-02-19,Monday,Upper,Cybex preacher,Cybex Preacher Curl,70,70.0,7.0,1,490.0,False,,False,
2024-02-19,Monday,Upper,Cybex preacher,Cybex Preacher Curl,60,60.0,7.0,2,420.0,False,,False,
2024-02-20,Tuesday,Legs,+HE SSB squat,Heels Elevated Safety Squat Bar Squat (Paused),202.5,202.5,10.0,1,2025.0,False,,False,paused
2024-02-20,Tuesday,Legs,+HE SSB squat,Heels Elevated Safety Squat Bar Squat (Paused),212.5,212.5,6.0,2,1275.0,False,,False,paused
2024-02-20,Tuesday,Legs,BB rows,Barbell Row,250,250.0,7.0,1,1750.0,False,,False,
2024-02-20,Tuesday,Legs,BB rows,Barbell Row,235,235.0,,2,,False,,False,
2024-02-20,Tuesday,Legs,Leg extensions,Leg Extension,FS,,11.0,1,,False,,False,
2024-02-20,Tuesday,Legs,Leg extensions,Leg Extension,280,280.0,9.0,2,2520.0,False,,False,
2024-02-20,Tuesday,Legs,+Paused leg curls,Leg Curl (Paused),FS,,10.0,1,,False,,False,paused
2024-02-20,Tuesday,Legs,Atlantis abductor,Atlantis Abductor,235,235.0,12.0,1,2820.0,False,,False,
2024-02-22,Thursday,Bro day,+AD press,Atlantis Deltoid Press (Paused),127.5,127.5,6.0,1,765.0,False,,False,paused
2024-02-22,Thursday,Bro day,BB curls,Barbell Curl,135,135.0,4.0,1,540.0,False,,False,
2024-02-22,Thursday,Bro day,BB curls,Barbell Curl,35,35.0,8.0,2,280.0,False,,False,
2024-02-22,Thursday,Bro day,Natilus pushdown,Nautilus Tricep Pushdown,60,60.0,16.0,1,960.0,False,,False,
2024-02-22,Thursday,Bro day,Natilus pushdown,Nautilus Tricep Pushdown,50,50.0,20.0,2,1000.0,False,,False,
2024-02-23,Friday,Upper,+BB BP,Barbell Bench Press (Paused),202.5,202.5,4.0,1,810.0,False,,False,paused
2024-02-23,Friday,Upper,+BB BP,Barbell Bench Press (Paused),137.5,137.5,8.0,2,1100.0,False,,False,paused
2024-02-23,Friday,Upper,SA Natilus pulldown,Nautilus Single Arm Pulldown,317.5,317.5,9.0,1,2857.5,False,,False,
2024-02-23,Friday,Upper,+HS incline chest press,Hammer Strength Incline Chest Press (Paused),292.5,292.5,8.0,1,2340.0,False,,False,paused
2024-02-23,Friday,Upper,+HS incline chest press,Hammer Strength Incline Chest Press (Paused),237.5,237.5,9.0,2,2137.5,False,,False,paused
2024-02-23,Friday,Upper,+HS incline chest press,Hammer Strength Incline Chest Press (Paused),227.5,227.5,6.0,3,1365.0,False,,False,paused
2024-02-23,Friday,Upper,SA Cybex Eagle row(KG),Cybex Single Arm Eagle Row,188.5,188.5,15.0,1,2827.5,False,,False,
2024-02-23,Friday,Upper,SA Cybex Eagle row(KG),Cybex Single Arm Eagle Row,210.6,210.6,12.0,2,2527.2,False,,False,
2024-02-23,Friday,Upper,Super ROM Dips,Super ROM Dip,BW,185.0,15.0,1,2775.0,False,,False,bodyweight
2024-02-23,Friday,Upper,Trcp OVH ext,Tricep Overhead Extension,235,235.0,7.0,1,1645.0,False,,False,
2024-02-23,Friday,Upper,Trcp OVH ext,Tricep Overhead Extension,190,190.0,10.0,2,1900.0,False,,False,
2024-02-23,Friday,Upper,Bayesian curls,Bayesian Curl,100,100.0,8.0,1,800.0,False,,False,
2024-02-23,Friday,Upper,Bayesian curls,Bayesian Curl,BP,,8.0,2,,False,,False,
2024-02-23,Friday,Upper,Bayesian curls,Bayesian Curl,100,100.0,8.0,3,800.0,False,,False,
2024-02-24,Saturday,Upper,Incline SM CG BP,Smith Machine Incline Close Grip Bench Press,232.5,232.5,,1,,False,,False,
2024-02-24,Saturday,Upper,Incline SM CG BP,Smith Machine Incline Close Grip Bench Press,2,2.0,,2,,False,,False,
2024-02-24,Saturday,Upper,Incline SM CG BP,Smith Machine Incline Close Grip Bench Press,225,225.0,,3,,False,,False,
2024-02-24,Saturday,Upper,WG lat pull,Wide Grip Lat Pulldown,105,105.0,13.0,1,1365.0,False,,False,
2024-02-24,Saturday,Upper,+Panatta chest press,Panatta Chest Press (Paused),312.5,312.5,9.0,1,2812.5,False,,False,paused
2024-02-24,Saturday,Upper,+Panatta chest press,Panatta Chest Press (Paused),302.5,302.5,9.0,2,2722.5,False,,False,paused
2024-02-24,Saturday,Upper,+Panatta chest press,Panatta Chest Press (Paused),292.5,292.5,10.5,3,3071.25,False,,False,paused
2024-02-24,Saturday,Upper,NG Pull up,Neutral Grip Pull-up,BW+45,230.0,6.0,1,1380.0,False,,False,bodyweight
2024-02-24,Saturday,Upper,Cybex pushdown,Cybex Tricep Pushdown,145,145.0,14.0,1,2030.0,False,,False,
2024-02-24,Saturday,Upper,Cybex preacher,Cybex Preacher Curl,75,75.0,4.0,1,300.0,False,,False,
2024-02-24,Saturday,Upper,Cybex preacher,Cybex Preacher Curl,65,65.0,5.0,2,325.0,False,,False,
2024-02-26,Monday,Back and shoulders,Extreme row,Extreme Row,302.5,302.5,,1,,False,,False,
2024-02-26,Monday,Back and shoulders,Cybex lat raise,Cybex Lateral Raise,200,200.0,3.0,1,600.0,False,,False,
2024-02-26,Monday,Back and shoulders,Cybex lat raise,Cybex Lateral Raise,170,170.0,7.0,2,1190.0,False,,False,
2024-02-27,Tuesday,Bro day,EZ bar curls,EZ Bar Curl,135,135.0,5.0,1,675.0,False,,False,
2024-02-27,Tuesday,Bro day,EZ bar curls,EZ Bar Curl,35,35.0,9.0,2,315.0,False,,False,
2024-02-27,Tuesday,Bro day,Natilus pushdown,Nautilus Tricep Pushdown,60,60.0,17.0,1,1020.0,False,,False,
2024-02-27,Tuesday,Bro day,Natilus pushdown,Nautilus Tricep Pushdown,52.5,52.5,17.0,2,892.5,False,,False,
2025-02-01,Saturday,Upper 2,SM HI,Smith Machine High Incline,202.5,202.5,2.5,1,506.25,False,,False,
2025-02-01,Saturday,Upper 2,SM HI,Smith Machine High Incline,142.5,142.5,7.0,2,997.5,False,,False,
2025-02-01,Saturday,Upper 2,Dips,Dip,222.5,222.5,2.0,1,445.0,False,,False,
2025-02-01,Saturday,Upper 2,Dips,Dip,147.5,147.5,5.0,2,737.5,False,,False,
2025-02-01,Saturday,Upper 2,+JM press,JM Press (Paused),22.5,22.5,15.0,1,337.5,False,,False,paused
2025-02-01,Saturday,Upper 2,HS Pulldown,Hammer Strength Pulldown,110,110.0,7.0,1,770.0,False,,False,
2025-02-01,Saturday,Upper 2,HS Pulldown,Hammer Strength Pulldown,105,105.0,8.0,2,840.0,False,,False,
2025-02-01,Saturday,Upper 2,Magnum pulldown,Magnum Pulldown,200,200.0,6.0,1,1200.0,False,,False,
2025-02-01,Saturday,Upper 2,Magnum pulldown,Magnum Pulldown,175,175.0,12.0,2,2100.0,False,,False,
2025-02-01,Saturday,Upper 2,T bar,T-Bar Row,310,310.0,4.0,1,1240.0,False,,False,
2025-02-03,Monday,Legs,BB curls,Barbell Curl,135,135.0,6.0,1,810.0,False,,False,
2025-02-05,Wednesday,Upper 3,+Strive chest press,Strive Chest Press (Paused),325,325.0,3.0,1,975.0,False,,False,paused
2025-02-05,Wednesday,Upper 3,+Strive chest press,Strive Chest Press (Paused),275,275.0,9.0,2,2475.0,False,,False,paused
2025-02-05,Wednesday,Upper 3,DB OHP,Dumbbell Overhead Press,90,90.0,6.0,1,540.0,False,,False,
2025-02-05,Wednesday,Upper 3,DB OHP,Dumbbell Overhead Press,75,75.0,13.5,2,1012.5,False,,False,
2025-02-05,Wednesday,Upper 3,Dip machine,Dip Machine,222.5,222.5,11.0,1,2447.5,False,,False,
2025-02-05,Wednesday,Upper 3,Dip machine,Dip Machine,212.5,212.5,15.0,2,3187.5,False,,False,
2025-02-05,Wednesday,Upper 3,Nat SA pulldown,Nautilus Single Arm Pulldown,410,410.0,4.0,1,1640.0,False,,False,
2025-02-05,Wednesday,Upper 3,Nat SA pulldown,Nautilus Single Arm Pulldown,320,320.0,11.0,2,3520.0,False,,False,
2025-02-05,Wednesday,Upper 3,HS Low row,Hammer Strength Low Row,382.5,382.5,3.0,1,1147.5,False,,False,
2025-02-05,Wednesday,Upper 3,HS Low row,Hammer Strength Low Row,292.5,292.5,11.0,2,3217.5,False,,False,
2025-02-07,Friday,Legs,Preacher,Preacher Curl,40,40.0,3.0,1,120.0,False,,False,
2025-02-07,Friday,Legs,Preacher,Preacher Curl,35,35.0,8.0,2,280.0,False,,False,
2025-02-07,Friday,Legs,Preacher,Preacher Curl,30,30.0,10.0,3,300.0,False,,False,
2025-02-07,Friday,Legs,Hammer curls,Hammer Curl,45,45.0,10.0,1,450.0,False,,False,
2025-02-07,Friday,Legs,Cybex leg press,Cybex Leg Press,872.5,872.5,3.0,1,2617.5,False,,False,
2025-02-08,Saturday,Upper,DB BP,Dumbbell Bench Press,115,115.0,,1,,False,,False,
2025-02-08,Saturday,Upper,DB BP,Dumbbell Bench Press,100,100.0,8.0,2,800.0,False,,False,
2025-02-08,Saturday,Upper,Legend Shoulder,Legend Shoulder Press,205,205.0,10.0,1,2050.0,False,,False,
2025-02-08,Saturday,Upper,+SM CG,Smith Machine Close Grip Bench Press (Paused),225,225.0,4.0,1,900.0,False,,False,paused
2025-02-08,Saturday,Upper,+SM CG,Smith Machine Close Grip Bench Press (Paused),160,160.0,10.0,2,1600.0,False,,False,paused
2025-02-08,Saturday,Upper,WG pulldown,Wide Grip Pulldown,215,215.0,5.0,1,1075.0,False,,False,
2025-02-08,Saturday,Upper,WG pulldown,Wide Grip Pulldown,185,185.0,11.0,2,2035.0,False,,False,
2025-02-08,Saturday,Upper,Avenger row,Avenger Row,310,310.0,3.0,1,930.0,False,,False,
2025-02-08,Saturday,Upper,Avenger row,Avenger Row,242.5,242.5,6.0,2,1455.0,False,,False,
2025-02-08,Saturday,Upper,Laterals,Lateral Raise,70,70.0,7.0,1,490.0,False,,False,
2025-02-08,Saturday,Upper,Laterals,Lateral Raise,60,60.0,,2,,False,,False,
2025-02-08,Saturday,Upper,Shrugs,Shrug,217.5,217.5,10.0,1,2175.0,False,,False,
2025-02-10,Monday,Legs,EZ Bar curls,EZ Bar Curl,140,140.0,5.0,1,700.0,False,,False,
2025-02-10,Monday,Legs,EZ Bar curls,EZ Bar Curl,135,135.0,7.0,2,945.0,False,,False,
2025-02-10,Monday,Legs,EZ Bar curls,EZ Bar Curl,30,30.0,17.0,3,510.0,False,,False,
2025-02-10,Monday,Legs,Hammers,Hammer Curl,35,35.0,8.0,1,280.0,False,,False,
2025-02-10,Monday,Legs,HB squat,High Bar Squat,307.5,307.5,3.0,1,922.5,False,,False,
2025-02-12,Wednesday,Upper,SM AD press,Smith Machine Deltoid Press,202.5,202.5,2.0,1,405.0,False,,False,
2025-02-12,Wednesday,Upper,SM AD press,Smith Machine Deltoid Press,147.5,147.5,6.0,2,885.0,False,,False,
2025-02-12,Wednesday,Upper,Dips,Dip,222.5,222.5,,1,,False,,False,
2025-02-12,Wednesday,Upper,Dips,Dip,147.5,147.5,6.0,2,885.0,False,,False,
2025-02-12,Wednesday,Upper,Dips,Dip,25,25.0,17.0,3,425.0,False,,False,
2025-02-12,Wednesday,Upper,+JM press,JM Press (Paused),22.5,22.5,17.0,1,382.5,False,,False,paused
2025-02-12,Wednesday,Upper,HS Pulldown,Hammer Strength Pulldown,115,115.0,6.0,1,690.0,False,,False,
2025-02-12,Wednesday,Upper,HS Pulldown,Hammer Strength Pulldown,105,105.0,7.0,2,735.0,False,,False,
2025-02-12,Wednesday,Upper,Magnum Pulldown,Magnum Pulldown,200,200.0,6.0,1,1200.0,False,,False,
2025-02-12,Wednesday,Upper,Tbar,T-Bar Row,312.5,312.5,4.0,1,1250.0,False,,False,
2025-02-12,Wednesday,Upper,Tbar,T-Bar Row,242.5,242.5,8.0,2,1940.0,False,,False,
2025-02-14,Friday,Lower,Preacher,Preacher Curl,40,40.0,4.0,1,160.0,False,,False,
2025-02-14,Friday,Lower,Preacher,Preacher Curl,35,35.0,11.0,2,385.0,False,,False,
2025-02-14,Friday,Lower,Preacher,Preacher Curl,30,30.0,11.0,3,330.0,False,,False,
2025-02-14,Friday,Lower,Hammer,Hammer Curl,50,50.0,9.0,1,450.0,False,,False,
2025-02-14,Friday,Lower,+Cybdx Leg press,Cybex Leg Press (Paused),922.5,922.5,3.0,1,2767.5,False,,False,paused
2025-02-14,Friday,Lower,Leg curls,Leg Curl,115,115.0,7.0,1,805.0,False,,False,
2025-02-14,Friday,Lower,Leg curls,Leg Curl,105,105.0,10.0,2,1050.0,False,,False,
2025-02-15,Saturday,Upper,+Strive chest press,Strive Chest Press (Paused),327.5,327.5,3.0,1,982.5,False,,False,paused
2025-02-15,Saturday,Upper,+Strive chest press,Strive Chest Press (Paused),275,275.0,9.5,2,2612.5,False,,False,paused
2025-02-15,Saturday,Upper,DB OHP,Dumbbell Overhead Press,95,95.0,3.0,1,285.0,False,,False,
2025-02-15,Saturday,Upper,DB OHP,Dumbbell Overhead Press,80,80.0,10.0,2,800.0,False,,False,
2025-02-15,Saturday,Upper,Dip machine,Dip Machine,227.5,227.5,12.0,1,2730.0,False,,False,
2025-02-15,Saturday,Upper,Nat pulldown,Nautilus Pulldown,400,400.0,7.0,1,2800.0,False,,False,
2025-02-15,Saturday,Upper,Nat pulldown,Nautilus Pulldown,310,310.0,14.0,2,4340.0,False,,False,
2025-02-15,Saturday,Upper,WG pull ups,Wide Grip Pull-up,BW,185.0,7.0,1,1295.0,False,,False,bodyweight
2025-02-15,Saturday,Upper,WG pull ups,Wide Grip Pull-up,50,50.0,7.0,2,350.0,False,,False,
2025-02-15,Saturday,Upper,Low Row,Low Row,382.5,382.5,3.0,1,1147.5,False,,False,
2025-02-15,Saturday,Upper,Low Row,Low Row,292.5,292.5,12.0,2,3510.0,False,,False,
2025-02-15,Saturday,Upper,Incline fly,Incline Fly,110,110.0,9.0,1,990.0,False,,False,
2025-02-15,Saturday,Upper,Shrugs,Shrug,217.5,217.5,12.0,1,2610.0,False,,False,
2025-02-15,Saturday,Upper,Lat raise,Lateral Raise,70,70.0,12.0,1,840.0,False,,False,
2025-02-17,Monday,Upper 1,Bench press,Bench Press,202.5,202.5,7.0,1,1417.5,False,,False,
